cliente_id,nombre,fecha_registro,pedidos_ultimos_3m,segmento
104328,Anastasia Santamaría,2022-11-15,2,regular
105587,Genoveva Arce Hidalgo,2021-05-21,2,regular
113232,Rico Orozco-Daza,2023-08-14,2,regular
113066,Teo Hernandez Font,2023-06-22,2,regular
112893,María Carmen Soler Prats,2023-10-22,2,regular
102796,Berto Aparicio-Bonilla,2022-03-26,2,regular
102245,Severiano Gracia Lozano,2020-05-11,2,regular
100791,Eleuterio Huguet Llorente,2022-01-07,2,regular
112832,Rolando Madrigal Saez,2023-05-25,2,regular
107534,Bibiana Téllez,2023-10-05,2,regular
106009,Arsenio Araujo,2023-06-14,2,regular
101034,Claudio del Pablo,2023-09-07,2,regular
109681,Pastor Blanca Sáez,2024-05-13,2,regular
101515,Eusebia Suárez Barba,2022-11-19,2,regular
108237,Ruperto Murillo,2020-08-13,2,regular
114261,Agustín Heredia Escudero,2022-03-16,2,regular
114022,Pía Linares Quintana,2023-11-22,2,regular
114169,Susana del Huerta,2024-05-08,2,regular
111228,Ruben Leal Carvajal,2021-10-28,2,regular
100902,Vilma Llano-Quiroga,2022-04-17,2,regular
109350,Elena Amorós Becerra,2021-12-08,2,regular
103297,Renato Gilabert Fábregas,2023-04-11,2,regular
101182,Guadalupe Grande Tormo,2023-01-06,2,regular
101376,Nazaret Lamas,2022-09-09,2,regular
102640,Aitana Canals,2021-10-12,2,regular
113942,Celestino Corominas Casal,2024-08-16,2,regular
110503,Sandalio Rosales Muñoz,2023-07-20,2,regular
106682,Rosa Fuertes Llamas,2021-09-11,2,regular
107236,Moreno Galindo-Mulet,2023-08-27,2,regular
114337,Jenaro Maldonado Menéndez,2022-06-01,2,regular
111671,Reyna Bolaños,2021-06-30,2,regular
112673,Nacio Benavent,2022-11-16,2,regular
100306,David García Camacho,2023-07-11,2,regular
112336,Fabián Custodio Folch Flores,2021-11-05,2,regular
104322,Angélica de Roselló,2023-07-17,2,regular
106471,Dionisio Santamaria Gallart,2023-04-12,2,regular
112651,Seve Alcántara Lucena,2022-02-25,2,regular
105516,Cebrián Valls Abellán,2022-08-10,2,regular
110805,Marciano Diego Pujol,2023-05-12,2,regular
110019,Valentín del Zorrilla,2023-03-24,2,regular
114585,Liliana Robles Raya,2024-07-03,2,regular
111631,José Alma Bermúdez Delgado,2024-01-07,2,regular
111894,Nazario Sacristán Vaquero,2023-01-06,2,regular
113853,Ileana Aragonés Palomares,2023-11-20,2,regular
108112,Hilda de Campillo,2021-06-15,2,regular
112910,Valero Company Ibáñez,2023-06-23,2,regular
108751,Fulgencio Palomino Quintana,2022-08-05,2,regular
101465,Clementina Paniagua-Rodríguez,2024-04-25,2,regular
111513,Marcelo de Ferrero,2021-05-20,2,regular
101774,Etelvina Nieto Campos,2020-11-22,2,regular
106449,Jose Miguel Ordóñez Chaparro,2024-06-19,2,regular
105600,María Teresa del Falcó,2020-07-31,2,regular
112542,Sol Río,2021-06-22,2,regular
102800,Loida Abril Zorrilla,2023-09-07,2,regular
104307,Eligia Portero Solsona,2023-10-04,2,regular
112706,Simón Franch Pont,2021-11-25,2,regular
107978,Albina Barrera Solsona,2022-02-21,2,regular
110664,Nadia Jacinta Cabrero Feijoo,2020-08-05,2,regular
112485,Socorro Gutierrez,2021-04-16,2,regular
103967,Santiago Tolosa Carlos,2022-11-10,2,regular
110779,Manuelita Reyna Batlle Martinez,2022-12-02,2,regular
110329,Agustín Conesa Fábregas,2024-04-09,2,regular
104604,Modesto Sevilla-Almazán,2023-05-26,2,regular
104572,Gala Cuéllar Puga,2023-04-04,2,regular
108977,Segismundo Gustavo Solera Céspedes,2022-07-04,2,regular
104943,Marciano Cid Llorente,2023-02-04,2,regular
111377,Juana de Ribes,2021-12-31,2,regular
109104,Goyo Ortiz Menéndez,2022-03-12,2,regular
108672,Ani Porta Mayo,2023-07-12,2,regular
113891,María Castejón Peña,2024-04-24,2,regular
114508,Luisina Ortiz Amores,2023-01-25,2,regular
111229,Gilberto Frutos Valenzuela,2023-12-13,2,regular
109637,Baltasar Escudero Tenorio,2020-09-25,2,regular
101270,Jose Luis Moya-Robledo,2022-10-22,2,regular
112422,Eleuterio Heras Clavero,2020-10-07,2,regular
110796,Miguel Luís Luz,2023-06-07,2,regular
115244,América Cal-Mas,2023-04-20,2,regular
113674,Juan Santiago Folch,2022-07-16,2,regular
112079,Nereida Ojeda Millán,2020-10-01,2,regular
113407,Marina Jaume Perera,2024-08-21,2,regular
110310,Celia Guitart Juárez,2023-06-12,2,regular
102844,Jafet Sevilla Peña,2020-10-11,2,regular
113256,Ale Vall Izquierdo,2023-10-21,2,regular
104472,Adelaida Mate Meléndez,2020-08-08,2,regular
110529,Amparo Montserrat Arnal,2022-05-02,2,regular
111134,Omar Ros Alberola,2020-03-01,2,regular
109171,Mercedes Tejada Monreal,2024-05-05,2,regular
115208,Marcos Olmo-Dalmau,2021-08-10,2,regular
101765,Reinaldo Pomares Macías,2023-04-02,2,regular
109800,Natividad Adoración Haro Jover,2024-03-02,2,regular
110085,Nazaret Morata-Amigó,2021-06-21,2,regular
101658,María Belén Arco Polo,2020-09-15,2,regular
108070,Rita Olimpia Anaya Martín,2020-12-25,2,regular
105317,Damián del Silva,2023-05-04,2,regular
108850,Elpidio del Delgado,2023-03-12,2,regular
100955,Virginia Angulo Roca,2023-03-30,2,regular
100955,Virginia Angulo Roca,2023-03-30,2,regular
101074,Teodosio Espinosa Sanabria,2024-06-16,2,regular
114381,Renata Zapata Capdevila,2022-06-01,2,regular
109604,Domitila Perez Luís,2023-01-28,2,regular
107385,Florencia Verdugo-Fábregas,2021-01-22,2,regular
109461,Aroa Maldonado Arévalo,2021-08-13,2,regular
110687,Berta Aller Aguilera,2024-02-28,2,regular
105455,Nayara Domínguez Palau,2024-04-29,2,regular
106101,Angelita Valbuena-Prada,2021-08-26,2,regular
111712,Timoteo Baquero-Martinez,2024-01-16,2,regular
100311,Ibán de Ibarra,2021-07-24,2,regular
104669,Ana Sofía Salom Borrell,2023-02-24,2,regular
112746,Ester Mariscal Estevez,2022-01-21,2,regular
105885,Asunción Piñol Menendez,2022-07-03,2,regular
105315,Rufina de Toro,2020-09-12,2,regular
104248,Emma Lledó,2021-06-16,2,regular
106514,Anabel Izquierdo,2024-03-09,2,regular
106227,Juan Montoya Lloret,2023-06-11,2,regular
103177,Gervasio Riba Galindo,2022-04-27,2,regular
114011,Nacio Robles Vizcaíno,2022-07-05,2,regular
101052,Cirino Ferrero Ballester,2023-08-08,2,regular
104323,Guadalupe del Cerdán,2020-05-27,2,regular
109449,Rosendo Ledesma-Agudo,2022-09-04,2,regular
109934,Fidela Caro-Delgado,2020-10-03,2,regular
110348,Román Salvà Caparrós,2020-06-15,2,regular
110348,Román Salvà Caparrós,2020-06-15,2,regular
115076,Fátima Ferreras Aragón,2023-08-30,2,regular
100337,Olegario Vilanova Cortés,2021-04-01,2,regular
105919,Noé Botella Ródenas,2021-08-08,2,regular
108264,Nydia Camila Samper Caballero,2021-03-07,2,regular
106264,Matías de Riera,2023-10-18,2,regular
112502,Carmelita Belda Yáñez,2021-01-23,2,regular
103916,Mireia Izaguirre Jara,2023-12-26,2,regular
102441,Mercedes del Casal,2022-10-18,2,regular
102154,Dan Juan José Cañas Arroyo,2020-05-13,2,regular
100777,Félix Cases-Angulo,2021-03-04,2,regular
101290,Nydia Ferreras Palomar,2024-07-08,2,regular
102149,Paloma Bermudez Molins,2021-11-20,2,regular
101037,Eleuterio Hernán Suárez Marcos,2023-10-16,2,regular
100862,Amor Abril Ibañez Prado,2021-01-10,2,regular
101258,Severiano Benito,2024-07-31,2,regular
106583,Isaura Guitart Valle,2024-07-31,2,regular
103876,Jose Antonio Aroca-Salcedo,2024-04-04,2,regular
104628,Rebeca del Vilanova,2022-02-28,2,regular
111296,Vicente Gimeno Aragonés,2021-01-14,2,regular
112547,Oriana Bernat Bolaños,2024-06-26,2,regular
101339,Bernardo Hoyos Leal,2020-08-14,2,regular
103263,Fabiana Luna Tejedor,2021-03-15,2,regular
100651,Alexandra Díez Rivera,2020-03-24,2,regular
112332,Fortunata Hoyos-Canals,2024-04-08,2,regular
111319,Débora Dávila Aragón,2023-01-11,2,regular
102379,Sancho Checa Villena,2021-02-11,2,regular
102379,Sancho Checa Villena,2021-02-11,2,regular
108961,Encarnacion Ferrándiz Juan,2023-10-18,2,regular
100161,Sofía Martín-Muñoz,2020-06-09,2,regular
102576,Lidia Múgica Prats,2023-09-09,2,regular
105877,Abigaíl Morillo,2022-05-08,2,regular
102943,Humberto del Fabra,2022-07-10,2,regular
103613,Paloma Carballo Ibarra,2024-01-02,2,regular
115010,Wilfredo Carreño-Chacón,2023-09-03,2,regular
109472,Belén Jover,2024-01-08,2,regular
100898,Florina Ibarra,2020-04-26,2,regular
102566,Natalio Fernández,2022-10-23,2,regular
112713,Fortunata Aroca Díaz,2023-07-17,2,regular
102608,Rosenda Carreño Montero,2021-03-10,2,regular
114787,Ernesto Ale Trujillo Barbero,2024-06-13,2,regular
114685,Azeneth Espinosa,2022-08-25,2,regular
109360,Moreno Montenegro Carrera,2020-05-13,2,regular
110649,Víctor Quintanilla Tello,2024-03-27,2,regular
111467,Octavio Agustí Pons,2023-11-01,2,regular
108691,Teófilo Rozas Portillo,2024-04-07,2,regular
107082,Dorotea Calzada Escobar,2022-10-05,2,regular
108913,Alberto de Girón,2023-06-24,2,regular
100137,Eli Cueto Bayón,2023-02-14,2,regular
109764,Cleto Rosario Lillo Peñalver,2022-09-25,2,regular
103607,Calisto Leal Aguirre,2022-11-28,2,regular
100242,Anselma Alarcón Somoza,2023-04-23,2,regular
106916,Diego Nebot Gálvez,2020-07-15,2,regular
111267,Raquel Agudo-Galván,2024-02-29,2,regular
112377,Dimas Fonseca Galindo,2023-03-06,2,regular
103642,Feliciana Borja-Azcona,2023-08-12,2,regular
100490,Petrona Villanueva,2022-05-15,2,regular
101630,Edmundo del Ros,2021-10-19,2,regular
108253,Griselda Manzanares-Marí,2023-12-17,2,regular
110443,Anunciación Sala-Francisco,2021-09-15,2,regular
114561,Íñigo Báez Pelayo,2022-11-23,2,regular
114614,Moreno Hervás Casanova,2023-07-16,2,regular
101365,Hipólito Acero,2021-04-28,2,regular
104121,Eduardo Cabo Canales,2020-12-23,2,regular
114905,Olalla Fuertes Mendizábal,2021-06-27,2,regular
114905,Olalla Fuertes Mendizábal,2021-06-27,2,regular
111737,Isidoro Lastra Izaguirre,2020-11-01,2,regular
103766,Margarita Pons Aznar,2022-01-08,2,regular
103952,Paca Caridad Varela Cuevas,2022-10-15,2,regular
100113,Ignacio Izaguirre Jurado,2023-03-31,2,regular
108161,Chita Flores-Bravo,2020-09-01,2,regular
107952,Custodia Ferrández Poza,2024-05-09,2,regular
111615,Rafa Arco Cerdá,2021-04-17,2,regular
111445,Ovidio Losa Moya,2021-01-08,2,regular
102293,Edelmira del Valverde,2020-12-08,2,regular
104539,José Amelia Font Casares,2022-05-25,2,regular
105142,Julieta Hernández Mateo,2022-12-26,2,regular
101850,Guiomar Puig Vazquez,2022-06-08,2,regular
108576,Haroldo Garrido,2023-02-16,2,regular
111048,Marisol Jaén Almagro,2022-07-06,2,regular
106772,Lisandro Cid Galiano,2020-07-21,2,regular
112247,Clemente de Cerdán,2024-02-23,2,regular
113677,Isabel Batalla Sarabia,2021-06-03,2,regular
109584,Tadeo Zamorano Taboada,2023-08-09,2,regular
110522,Jaime Che Tamarit Pastor,2022-10-23,2,regular
114596,Cirino Cipriano Parejo Gonzalo,2020-06-19,2,regular
111325,Antonia Corbacho Heras,2023-02-09,2,regular
101106,Melchor Bayo-Barriga,2020-06-19,2,regular
100693,Mariana Arenas Anglada,2022-12-27,2,regular
104957,Jose Carlos Novoa Mate,2022-05-07,2,regular
113990,Leandro Calisto Acuña Haro,2023-04-21,2,regular
113205,Fortunato Cabrero Cerdá,2023-03-22,2,regular
112779,Sonia Alberdi Cuéllar,2022-09-12,2,regular
108200,Venceslás Carranza-Fuster,2020-09-27,2,regular
106590,Norberto Ródenas Blazquez,2023-09-11,2,regular
114403,Bartolomé José Mari Espejo Alcalde,2023-12-15,2,regular
106411,César del Tenorio,2021-09-19,2,regular
103277,Ema Rueda Esteve,2023-07-11,2,regular
114143,María Del Carmen Manzano Laguna,2021-11-06,2,regular
107704,Octavia de Tovar,2024-06-13,2,regular
102662,Clementina Batlle Belda,2022-07-18,2,regular
110198,Lupe Mariño Santos,2023-03-21,2,regular
113133,Aarón Salinas Alberola,2023-04-13,2,regular
101773,Manola Corral Cepeda,2020-11-22,2,regular
102006,Ciro Gámez-Roman,2020-03-24,2,regular
103238,Ainara Gálvez Chico,2021-05-03,2,regular
105622,Felicidad Diéguez Melero,2024-04-30,2,regular
101949,Regina Marcela Palacios Vélez,2023-10-09,2,regular
105739,Roxana Viana Posada,2021-07-29,2,regular
102438,Ovidio Chaparro Correa,2022-12-23,2,regular
114774,Eusebio Pepe Leiva Nieto,2023-12-20,2,regular
114434,Marcelino Martín Mulet Bustos,2021-03-27,2,regular
101557,Fernanda Batalla Arrieta,2021-01-19,2,regular
105790,David Batalla,2023-10-17,2,regular
101589,Odalis Tormo,2024-05-12,2,regular
107399,Mayte Checa,2020-12-31,2,regular
109243,Aurelio Viña,2023-01-03,2,regular
104728,Salomón Clavero Tolosa,2023-05-08,2,regular
101239,Noemí Bastida Rico,2023-09-30,2,regular
106466,Martina de Buendía,2020-06-29,2,regular
114637,Leoncio Torrent Rivera,2024-08-13,2,regular
102236,Regina Javiera Checa Rojas,2020-03-02,2,regular
104237,Isabela Iglesia Reyes,2023-01-22,2,regular
103364,Jacinto Toledo Benavente,2020-09-05,2,regular
114264,Clarisa Jiménez Fortuny,2022-07-21,2,regular
106338,Jorge Arce Gimeno,2021-07-22,2,regular
103907,Irma del Canals,2021-12-01,2,regular
102491,Sol Anguita,2023-11-24,2,regular
100116,Lorena Guardiola,2020-06-13,2,regular
103120,Aníbal de Alemany,2024-07-02,2,regular
114383,Gisela Ferrández Carreras,2023-01-03,2,regular
111679,Rogelio Bustos Rodrigo,2024-08-20,2,regular
104700,Maribel Pi Espinosa,2023-10-22,2,regular
114913,Olga del Alcolea,2022-01-09,2,regular
107167,José María de Arnau,2020-08-09,2,regular
106539,Basilio Torrijos Prieto,2024-01-10,2,regular
103631,Natalia Barral Anglada,2024-03-12,2,regular
112845,Aitana Valls Coll,2020-06-03,2,regular
101141,Íñigo Rios Cerdá,2022-01-13,2,regular
106208,Socorro Cámara Martin,2023-07-24,2,regular
106627,Eloy Clavero Carrasco,2024-04-01,2,regular
112459,Amor Gisbert-Bustamante,2023-08-11,2,regular
108492,Sancho Vidal Giménez,2024-08-25,2,regular
109570,Azucena Quiroga Leiva,2022-08-29,2,regular
106790,Nilda María Teresa Sotelo Nuñez,2023-12-01,2,regular
108316,José María Solana Benavides,2021-08-06,2,regular
100911,Domitila Dueñas Alemany,2023-03-12,2,regular
111921,Águeda Tovar Barrio,2023-06-18,2,regular
109650,Amor Cerdán Vizcaíno,2023-05-09,2,regular
112191,Dulce Abella Gisbert,2022-06-16,2,regular
115231,Jose Manuel Salcedo Pla,2023-05-06,2,regular
112672,Hipólito Américo Llanos Morán,2020-12-02,2,regular
113161,Dimas Bruno Ledesma Fuertes,2023-07-01,2,regular
101820,Moisés Zaragoza-Dueñas,2020-09-08,2,regular
112160,Cipriano Colomer Perea,2022-10-05,2,regular
109343,Teodosio del León,2021-02-03,2,regular
102283,Mario de Torrent,2022-05-19,2,regular
107923,Jose Carlos de Ramis,2021-10-09,2,regular
114073,Mireia Pla Arranz,2020-04-07,2,regular
104616,Renata Hernando Luján,2021-02-15,2,regular
112082,Fito Castilla Prado,2021-12-12,2,regular
114800,Angelino Casas,2023-06-03,2,regular
100856,Serafina del Palmer,2021-09-08,2,regular
112680,Piedad Feliu Valle,2022-11-07,2,regular
112367,Nicanor Alvarez Hoyos,2023-11-25,2,regular
102395,Charo Tapia Cordero,2022-06-29,2,regular
114316,Jennifer Azorin-Perales,2024-01-17,2,regular
113353,Dafne Luís Morell,2023-01-03,2,regular
107156,Primitiva Inmaculada Tamarit Sabater,2021-11-10,2,regular
101968,Ágata Torre Sáenz,2021-04-20,2,regular
106143,Noé Espejo Roca,2021-06-30,2,regular
103675,Obdulia Lastra Escudero,2020-12-09,2,regular
106363,Luis Ángel Benavente Gabaldón,2023-11-01,2,regular
112495,Oriana Alcántara-Bermudez,2020-06-07,2,regular
110431,Consuela Cepeda Álamo,2024-07-20,2,regular
114638,Rolando Arenas-Múgica,2020-12-13,2,regular
106345,Sonia Juárez Chaparro,2024-02-10,2,regular
106050,Fabiola Zamorano Solano,2023-06-07,2,regular
111440,Domingo Carretero,2023-03-27,2,regular
103865,Emilio Viña Guerra,2023-09-01,2,regular
103605,Toribio Prado Arrieta,2021-08-14,2,regular
100613,Caridad Alba,2021-10-23,2,regular
102823,Jose Manuel Arcos Juliá,2022-03-05,2,regular
109204,Cloe Gelabert,2024-06-03,2,regular
107194,Mamen Bilbao-Luz,2022-07-14,2,regular
109284,Raúl de Losa,2024-08-15,2,regular
101728,Agustina Feijoo,2023-03-13,2,regular
108536,Toño Romeu Baró,2022-04-16,2,regular
114571,Bernarda Mateos Recio,2023-01-08,2,regular
106567,Eustaquio Riquelme-Córdoba,2022-09-05,2,regular
106634,Vito Alfonso-Heras,2022-08-18,2,regular
113102,Pánfilo Salcedo Otero,2020-06-27,2,regular
114499,Flavio Alejandro Ugarte Granados,2020-07-11,2,regular
112980,Natanael Peláez Guillen,2021-05-20,2,regular
104999,Édgar Gárate Rosado,2024-02-08,2,regular
107711,Fabiola Felicia Hierro Abella,2020-09-27,2,regular
115123,Lalo Gutiérrez,2024-07-28,2,regular
114725,Virgilio de Duarte,2021-11-30,2,regular
111003,Conrado Muñoz Viana,2021-01-18,2,regular
105470,Santiago del Anglada,2021-06-03,2,regular
114548,Elías Garriga-Gonzalo,2020-07-20,2,regular
103587,Belen Garrido,2022-06-11,2,regular
110645,Abel Benavent Roig,2020-08-18,2,regular
102024,Marita Manso Escudero,2024-03-03,2,regular
111330,Felipa Gibert Duque,2023-06-22,2,regular
113349,Roxana Melero Méndez,2020-04-21,2,regular
105927,Graciano Lladó Agustí,2023-07-21,2,regular
110518,Leticia Saez Fabregat,2023-04-14,2,regular
104559,Amparo Olivé-Quintero,2023-09-08,2,regular
105342,Maristela Morales Sanchez,2020-09-25,2,regular
102161,Felisa Varela Font,2022-05-17,2,regular
112276,Ofelia Carbó Miró,2021-04-09,2,regular
111890,Andrea del Páez,2020-06-10,2,regular
112788,Jordán Manuel-Cabo,2021-02-06,2,regular
105979,Maximiano Riquelme Mendez,2023-10-18,2,regular
104286,Paulina del Tena,2021-01-09,2,regular
105511,Eulalia Jaén,2023-01-04,2,regular
109867,Pánfilo Juárez Saez,2023-01-13,2,regular
103272,Graciano Gil Mateu,2023-02-17,2,regular
112569,Primitiva Espejo Pino,2022-01-14,2,regular
113880,Loreto Gallart,2022-08-09,2,regular
107452,Pablo Quintana Gómez,2021-10-10,2,regular
113269,Raimundo Palmer Villa,2020-11-16,2,regular
109313,Lino de Carranza,2022-01-09,2,regular
113432,Asdrubal de Agustín,2021-08-11,2,regular
108617,Kike Huerta Lobato,2024-06-02,2,regular
112028,Serafina Itziar Palmer Saura,2021-03-07,2,regular
114703,Leonardo Román,2024-02-11,2,regular
107994,Albino Gonzalo Olivares,2022-01-15,2,regular
103717,Concepción Marín Malo,2020-04-07,2,regular
102045,Seve Escolano-Novoa,2023-01-20,2,regular
106407,Amelia Avilés Coll,2022-05-19,2,regular
101180,María Sacristán-Blanca,2020-08-07,2,regular
105079,Luz Borrell Martín,2024-05-07,2,regular
113099,Rocío Exposito Godoy,2021-12-14,2,regular
114807,Jose Casemiro Ferrán Roma,2022-05-27,2,regular
103037,Nélida Oliver Sáenz,2020-08-09,2,regular
105778,Belen Garzón Martorell,2024-08-17,2,regular
114037,Fabricio Fuertes Rosa,2022-02-28,2,regular
101961,Ana Sofía Lluch,2023-12-16,2,regular
104260,Anastasio del Solís,2023-06-18,2,regular
114496,Trinidad Alvarez Rovira,2023-01-13,2,regular
108436,Primitiva Juliá Ferreras,2023-05-01,2,regular
101443,Dorotea Niño Puig,2023-09-08,2,regular
102409,Priscila Santiago Maldonado,2023-01-08,2,regular
104038,Luciano Quintero Herrero,2024-08-21,2,regular
107124,Guiomar Navarro Echeverría,2020-10-22,2,regular
102494,Sandalio Solana-Ortuño,2024-02-29,2,regular
111812,Miguela Machado Blasco,2020-10-14,2,regular
112076,Marisela del Palacio,2022-03-11,2,regular
115178,Amancio Hernandez Bayón,2020-06-22,2,regular
100708,Odalys Hidalgo Frutos,2022-12-06,2,regular
100073,Jose Angel Bartolomé Navarrete,2022-07-27,2,regular
111544,Jacinta Rico Cano,2022-12-04,2,regular
106781,Ricarda Romeu-Alcolea,2024-01-14,2,regular
110659,Albano Palacio-Canals,2022-02-26,2,regular
107228,Yolanda Rey,2022-03-16,2,regular
105753,Agustín Neira Valenciano,2024-07-06,2,regular
110829,Mohamed Miguel Ángel Lerma Alvarez,2022-02-06,2,regular
104883,Ainara Rufina Pomares Amorós,2024-08-17,2,regular
111564,Jesús Palomo Solana,2022-06-24,2,regular
100012,Paloma Gaya-Tello,2020-10-13,2,regular
104761,Virginia Requena Mur,2021-08-22,2,regular
101178,Felix Báez,2022-07-29,2,regular
102864,Blanca Abellán Diaz,2022-06-15,2,regular
111531,Anacleto Palomar Bejarano,2022-07-19,2,regular
109043,Florencio Moya Galiano,2023-07-23,2,regular
114643,Victor Asenjo-Roda,2021-01-16,2,regular
111866,Teresita Gutierrez Lara,2021-10-28,2,regular
111678,Violeta Figuerola Báez,2020-08-03,2,regular
101199,Constanza Merino-Bravo,2021-11-29,2,regular
101970,Fidela Alcalá Varela,2021-07-02,2,regular
109201,Sosimo Bayo,2022-08-18,2,regular
109236,Jose Angel Bernad Jurado,2021-07-15,2,regular
109509,Dafne Carmen Mateos Ferrández,2021-06-12,2,regular
101275,Cipriano Grau Rocha,2022-04-12,2,regular
101391,Fausto Sabater Anguita,2020-10-25,2,regular
110186,Efraín Jaume Haro,2022-02-19,2,regular
112198,Amaro Monreal Baeza,2023-07-13,2,regular
105632,Nicodemo Boada Gálvez,2020-04-17,2,regular
106564,Rómulo Juárez-Tejedor,2022-02-04,2,regular
115184,Jacobo Guardia,2023-05-23,2,regular
103454,Eloísa Zapata Arjona,2020-04-01,2,regular
115157,Mamen Figueroa Salgado,2020-06-17,2,regular
104110,María Manuela León Cardona,2022-06-06,2,regular
100208,Federico Castañeda Saez,2022-03-10,2,regular
103912,Clímaco Ugarte-Casares,2021-09-01,2,regular
111041,Adrián Burgos Mur,2022-02-06,2,regular
114358,Manu Ordóñez Chaves,2022-07-20,2,regular
103497,Olga Gálvez Pardo,2021-08-30,2,regular
108466,Toño Berenguer-Romeu,2023-12-04,2,regular
108587,Narcisa Moles Reyes,2020-08-11,2,regular
108692,Cruz Estrada Cantón,2020-07-25,2,regular
108692,Cruz Estrada Cantón,2020-07-25,2,regular
113959,Zacarías Alba,2022-08-18,2,regular
100527,Albert Urrutia-Gomez,2021-06-25,2,regular
112637,Lupe Piñol Comas,2023-10-05,2,regular
101051,Esther Rocha,2023-08-12,2,regular
114089,Belén Tamarit Perez,2024-01-29,2,regular
110002,Curro Diego,2024-06-09,2,regular
100934,Hilario Segarra Español,2021-11-07,2,regular
104180,Nidia Palau Barreda,2023-05-13,2,regular
102897,Íngrid Perelló Roda,2022-10-07,2,regular
111940,Camila Amo Segarra,2022-01-20,2,regular
100687,Crescencia Sancho Alsina,2023-08-21,2,regular
108214,Edmundo Ros Río,2022-12-29,2,regular
101041,José María Burgos Quiroga,2021-07-15,2,regular
101266,Cándida de Enríquez,2020-11-03,2,regular
112963,Isabel Abascal Palomares,2023-07-19,2,regular
114448,Chucho Bonet Simó,2022-04-07,2,regular
102720,Severiano Cobos,2020-09-22,2,regular
105151,María José Pintor Chaves,2022-09-07,2,regular
102605,Jerónimo Pérez Cortes,2021-06-20,2,regular
105234,Pío Juanito Juárez Sabater,2024-06-16,2,regular
107292,Curro del Cordero,2022-08-01,2,regular
112458,Soraya Arcos Castells,2022-10-14,2,regular
109548,Jimena Ferrándiz Plana,2021-04-17,2,regular
113332,Amado Martin Peñalver Jáuregui,2022-08-02,2,regular
113060,Domitila Ríos Mas,2021-12-12,2,regular
101869,Dionisia Sevilla Plaza,2023-09-03,2,regular
104495,Alma Conesa Olmedo,2021-12-27,2,regular
103431,Vinicio Celestino Aramburu Bueno,2021-02-19,2,regular
107070,Fernando Pacheco Teruel,2024-08-24,2,regular
112985,Mireia Casas,2021-04-06,2,regular
112317,Martina Bonet-Blázquez,2023-05-17,2,regular
115050,Augusto Cuenca Casares,2021-09-08,2,regular
100546,Angelina de Tamayo,2020-06-18,2,regular
112304,Fortunato Emilio Montserrat Amor,2021-07-23,2,regular
103043,América Benitez Carballo,2021-07-28,2,regular
109127,Toño Valderrama Báez,2024-04-24,2,regular
114205,Lola Menéndez,2021-11-11,2,regular
107687,Aránzazu Blanco Amo,2024-08-25,2,regular
108593,Débora Gaya,2021-07-05,2,regular
115227,Emilia Acevedo Robledo,2020-06-13,2,regular
111919,Urbano Rodríguez,2021-02-09,2,regular
114864,Amelia Pedrero Pino,2020-04-07,2,regular
107983,Lucila Atienza Barrena,2021-03-16,2,regular
103641,Débora Concepción Barceló Sanjuan,2022-10-19,2,regular
100330,Régulo Escrivá Plana,2024-03-29,2,regular
103005,Alberto Iniesta Escudero,2023-10-08,2,regular
106668,Alex de Huguet,2024-04-28,2,regular
104204,Macarena Chaparro Soria,2020-06-02,2,regular
100061,Salomón Aragonés Mariño,2021-07-19,2,regular
105137,Jeremías Mendizábal,2022-06-16,2,regular
112694,Elodia Cid-Villa,2024-07-11,2,regular
106767,Vicente Téllez Montenegro,2022-12-13,2,regular
104151,Severo Girona Ángel,2021-01-08,2,regular
114661,Fabricio Gracia Bautista,2021-11-25,2,regular
108802,Jose Francisco Niño Marco,2021-11-22,2,regular
112245,Fulgencio Moles Juliá,2023-04-11,2,regular
112876,Joaquina Sotelo Sosa,2020-09-17,2,regular
112117,Manu Baró,2023-08-02,2,regular
110368,Benigna Carnero Rubio,2023-08-04,2,regular
111623,Juan Antonio Conde Meléndez,2024-06-24,2,regular
110954,Candelas Pomares Pujadas,2023-12-15,2,regular
113365,Maximiliano Godoy Jimenez,2020-08-04,2,regular
100805,Sarita Garcés Guitart,2023-05-05,2,regular
112995,Rómulo Comas Llanos,2021-09-25,2,regular
103696,Iris Barrio Salvà,2020-07-28,2,regular
108967,Manuel Murcia Pi,2024-07-06,2,regular
113576,Lucas Sola Ramirez,2022-09-28,2,regular
110999,Agapito Font Piquer,2021-01-17,2,regular
103452,Edmundo de Benítez,2020-11-25,2,regular
105084,Eladio Antón-Villalobos,2021-05-12,2,regular
100769,Martina Garcés Revilla,2024-08-08,2,regular
109182,Rafaela Benítez Canals,2023-11-20,2,regular
112998,Jordi Cid Peral,2023-11-15,2,regular
113051,Berto del Blanch,2023-05-15,2,regular
108071,Marcos Calderon,2020-04-13,2,regular
103508,Víctor Serrano Echeverría,2024-03-15,2,regular
108394,Alejo Ibáñez-Cabeza,2020-10-22,2,regular
104663,Georgina Santos Feliu,2021-10-05,2,regular
109398,Regina Blanco-Marí,2023-06-03,2,regular
113719,Matías Cazorla Jove,2022-10-19,2,regular
108796,Ignacio Martín Cisneros,2023-11-24,2,regular
114919,Pili Malo,2020-03-03,2,regular
102444,Clímaco Trillo Alcalá,2022-03-18,2,regular
114142,Rosaura Gonzalez Mercader,2023-02-18,2,regular
102892,Rosalía Gisbert-Porras,2021-12-29,2,regular
